Month,Region,Service Line,Payer,Facility Type,Visits,Cost,Readmissions
Mar,Latin America,Emergency Care,Medicaid,Clinic,12788,314,547
Mar,Latin America,Emergency Care,Medicaid,Outpatient Center,13803,337,596
Apr,North America,Telehealth,Commercial,Hospital,19724,538,642
Apr,North America,Telehealth,Commercial,Clinic,17021,441,437
Apr,North America,Telehealth,Commercial,Outpatient Center,18384,475,476
Apr,North America,Telehealth,Medicare,Hospital,18587,554,738
Apr,North America,Telehealth,Medicare,Clinic,16038,454,502
Apr,North America,Telehealth,Medicare,Outpatient Center,17322,488,547
Apr,North America,Telehealth,Medicaid,Hospital,19339,500,758
Apr,North America,Telehealth,Medicaid,Clinic,16686,410,516
Apr,North America,Telehealth,Medicaid,Outpatient Center,18021,441,562
Apr,North America,Imaging,Commercial,Hospital,11579,770,549
Apr,North America,Imaging,Commercial,Clinic,9991,631,374
Apr,North America,Imaging,Commercial,Outpatient Center,10790,679,407
Apr,North America,Imaging,Medicare,Hospital,10910,792,631
Apr,North America,Imaging,Medicare,Clinic,9413,650,430
Apr,North America,Imaging,Medicare,Outpatient Center,10166,699,468
Apr,North America,Imaging,Medicaid,Hospital,11350,715,649
Apr,North America,Imaging,Medicaid,Clinic,9792,586,442
Apr,North America,Imaging,Medicaid,Outpatient Center,10574,631,481
Apr,North America,Cardiology,Commercial,Hospital,10961,825,1073
Apr,North America,Cardiology,Commercial,Clinic,9457,677,731
Apr,North America,Cardiology,Commercial,Outpatient Center,10212,728,795
Apr,North America,Cardiology,Medicare,Hospital,10326,850,1233
Apr,North America,Cardiology,Medicare,Clinic,8908,697,840
Apr,North America,Cardiology,Medicare,Outpatient Center,9620,749,914
Apr,North America,Cardiology,Medicaid,Hospital,10741,767,1267
Apr,North America,Cardiology,Medicaid,Clinic,9266,629,863
Apr,North America,Cardiology,Medicaid,Outpatient Center,10005,676,939
Apr,North America,Emergency Care,Commercial,Hospital,21605,691,1157
Apr,North America,Emergency Care,Commercial,Clinic,18639,566,788
Apr,North America,Emergency Care,Commercial,Outpatient Center,20126,609,858
Apr,North America,Emergency Care,Medicare,Hospital,20351,711,1329
Apr,North America,Emergency Care,Medicare,Clinic,17555,583,905
Apr,North America,Emergency Care,Medicare,Outpatient Center,18955,627,985
Apr,North America,Emergency Care,Medicaid,Hospital,21166,641,1366
Apr,North America,Emergency Care,Medicaid,Clinic,18257,526,930
Apr,North America,Emergency Care,Medicaid,Outpatient Center,19712,565,1013
Apr,Europe,Telehealth,Commercial,Hospital,17980,495,535
Apr,Europe,Telehealth,Commercial,Clinic,15514,406,364
Apr,Europe,Telehealth,Commercial,Outpatient Center,16755,437,397
Apr,Europe,Telehealth,Medicare,Hospital,16941,510,615
Apr,Europe,Telehealth,Medicare,Clinic,14616,418,419
Apr,Europe,Telehealth,Medicare,Outpatient Center,15784,449,456
Apr,Europe,Telehealth,Medicaid,Hospital,17623,460,632
Apr,Europe,Telehealth,Medicaid,Clinic,15204,377,430
Apr,Europe,Telehealth,Medicaid,Outpatient Center,16418,406,468
Apr,Europe,Imaging,Commercial,Hospital,10552,708,458
Apr,Europe,Imaging,Commercial,Clinic,9104,581,312
Apr,Europe,Imaging,Commercial,Outpatient Center,9831,624,339
Apr,Europe,Imaging,Medicare,Hospital,9941,729,526
Apr,Europe,Imaging,Medicare,Clinic,8576,598,358
Apr,Europe,Imaging,Medicare,Outpatient Center,9260,643,390
Apr,Europe,Imaging,Medicaid,Hospital,10340,658,541
Apr,Europe,Imaging,Medicaid,Clinic,8920,539,368
Apr,Europe,Imaging,Medicaid,Outpatient Center,9631,580,401
Apr,Europe,Cardiology,Commercial,Hospital,9986,759,894
Apr,Europe,Cardiology,Commercial,Clinic,8615,623,609
Apr,Europe,Cardiology,Commercial,Outpatient Center,9302,669,663
Apr,Europe,Cardiology,Medicare,Hospital,9406,781,1027
Apr,Europe,Cardiology,Medicare,Clinic,8114,641,700
Apr,Europe,Cardiology,Medicare,Outpatient Center,8761,689,762
Apr,Europe,Cardiology,Medicaid,Hospital,9783,705,1056
Apr,Europe,Cardiology,Medicaid,Clinic,8438,578,719
Apr,Europe,Cardiology,Medicaid,Outpatient Center,9110,621,783
Apr,Europe,Emergency Care,Commercial,Hospital,19679,635,964
Apr,Europe,Emergency Care,Commercial,Clinic,16975,521,657
Apr,Europe,Emergency Care,Commercial,Outpatient Center,18328,560,715
Apr,Europe,Emergency Care,Medicare,Hospital,18534,654,1108
Apr,Europe,Emergency Care,Medicare,Clinic,15986,536,754
Apr,Europe,Emergency Care,Medicare,Outpatient Center,17259,576,821
Apr,Europe,Emergency Care,Medicaid,Hospital,19273,590,1138
Apr,Europe,Emergency Care,Medicaid,Clinic,16623,484,775
Apr,Europe,Emergency Care,Medicaid,Outpatient Center,17945,520,844
Apr,APAC,Telehealth,Commercial,Hospital,22921,461,593
Apr,APAC,Telehealth,Commercial,Clinic,19775,378,404
Apr,APAC,Telehealth,Commercial,Outpatient Center,21354,407,439
Apr,APAC,Telehealth,Medicare,Hospital,21592,475,681
Apr,APAC,Telehealth,Medicare,Clinic,18627,389,464
Apr,APAC,Telehealth,Medicare,Outpatient Center,20114,418,505
Apr,APAC,Telehealth,Medicaid,Hospital,22459,428,700
Apr,APAC,Telehealth,Medicaid,Clinic,19373,351,477
Apr,APAC,Telehealth,Medicaid,Outpatient Center,20918,378,519
Apr,APAC,Imaging,Commercial,Hospital,13449,659,507
Apr,APAC,Imaging,Commercial,Clinic,11601,541,345
Apr,APAC,Imaging,Commercial,Outpatient Center,12527,581,376
Apr,APAC,Imaging,Medicare,Hospital,12667,679,583
Apr,APAC,Imaging,Medicare,Clinic,10927,556,397
Apr,APAC,Imaging,Medicare,Outpatient Center,11798,598,432
Apr,APAC,Imaging,Medicaid,Hospital,13174,612,599
Apr,APAC,Imaging,Medicaid,Clinic,11363,502,408
Apr,APAC,Imaging,Medicaid,Outpatient Center,12268,540,444
Apr,APAC,Cardiology,Commercial,Hospital,12724,707,990
Apr,APAC,Cardiology,Commercial,Clinic,10975,580,675
Apr,APAC,Cardiology,Commercial,Outpatient Center,11850,623,734
Apr,APAC,Cardiology,Medicare,Hospital,11983,727,1138
Apr,APAC,Cardiology,Medicare,Clinic,10336,596,775
Apr,APAC,Cardiology,Medicare,Outpatient Center,11158,641,844
Apr,APAC,Cardiology,Medicaid,Hospital,12461,656,1170
Apr,APAC,Cardiology,Medicaid,Clinic,10747,538,797
Apr,APAC,Cardiology,Medicaid,Outpatient Center,11602,578,867
Apr,APAC,Emergency Care,Commercial,Hospital,25068,591,1068
Apr,APAC,Emergency Care,Commercial,Clinic,21621,485,727
Apr,APAC,Emergency Care,Commercial,Outpatient Center,23341,521,792
Apr,APAC,Emergency Care,Medicare,Hospital,23605,608,1227
Apr,APAC,Emergency Care,Medicare,Clinic,20358,499,836
Apr,APAC,Emergency Care,Medicare,Outpatient Center,21977,536,910
Apr,APAC,Emergency Care,Medicaid,Hospital,24543,549,1261
Apr,APAC,Emergency Care,Medicaid,Clinic,21166,450,859
Apr,APAC,Emergency Care,Medicaid,Outpatient Center,22847,483,935
Apr,Latin America,Telehealth,Commercial,Hospital,14432,338,395
Apr,Latin America,Telehealth,Commercial,Clinic,12450,277,269
Apr,Latin America,Telehealth,Commercial,Outpatient Center,13443,298,293
Apr,Latin America,Telehealth,Medicare,Hospital,13593,348,454
Apr,Latin America,Telehealth,Medicare,Clinic,11725,285,309
Apr,Latin America,Telehealth,Medicare,Outpatient Center,12660,307,337
Apr,Latin America,Telehealth,Medicaid,Hospital,14137,314,467
Apr,Latin America,Telehealth,Medicaid,Clinic,12193,258,318
Apr,Latin America,Telehealth,Medicaid,Outpatient Center,13164,277,346
Apr,Latin America,Imaging,Commercial,Hospital,8466,484,338
Apr,Latin America,Imaging,Commercial,Clinic,7302,397,230
Apr,Latin America,Imaging,Commercial,Outpatient Center,7884,426,251
Apr,Latin America,Imaging,Medicare,Hospital,7973,498,388
Apr,Latin America,Imaging,Medicare,Clinic,6876,408,265
Apr,Latin America,Imaging,Medicare,Outpatient Center,7424,439,288
Apr,Latin America,Imaging,Medicaid,Hospital,8290,449,399
Apr,Latin America,Imaging,Medicaid,Clinic,7150,368,272
Apr,Latin America,Imaging,Medicaid,Outpatient Center,7719,396,296
Apr,Latin America,Cardiology,Commercial,Hospital,8008,518,660
Apr,Latin America,Cardiology,Commercial,Clinic,6906,425,450
Apr,Latin America,Cardiology,Commercial,Outpatient Center,7456,457,490
Apr,Latin America,Cardiology,Medicare,Hospital,7540,533,759
Apr,Latin America,Cardiology,Medicare,Clinic,6503,437,517
Apr,Latin America,Cardiology,Medicare,Outpatient Center,7020,470,562
Apr,Latin America,Cardiology,Medicaid,Hospital,7840,481,780
Apr,Latin America,Cardiology,Medicaid,Clinic,6761,394,531
Apr,Latin America,Cardiology,Medicaid,Outpatient Center,7298,424,578
Apr,Latin America,Emergency Care,Commercial,Hospital,15772,433,712
Apr,Latin America,Emergency Care,Commercial,Clinic,13602,355,485
Apr,Latin America,Emergency Care,Commercial,Outpatient Center,14683,382,528
Apr,Latin America,Emergency Care,Medicare,Hospital,14850,446,818
Apr,Latin America,Emergency Care,Medicare,Clinic,12806,365,557
Apr,Latin America,Emergency Care,Medicare,Outpatient Center,13823,393,606
Apr,Latin America,Emergency Care,Medicaid,Hospital,15437,402,841
Apr,Latin America,Emergency Care,Medicaid,Clinic,13312,330,572
Apr,Latin America,Emergency Care,Medicaid,Outpatient Center,14368,354,623
May,North America,Telehealth,Commercial,Hospital,19599,539,671
May,North America,Telehealth,Commercial,Clinic,16917,443,457
May,North America,Telehealth,Commercial,Outpatient Center,18276,476,497
May,North America,Telehealth,Medicare,Hospital,18475,555,771
May,North America,Telehealth,Medicare,Clinic,15946,456,525
May,North America,Telehealth,Medicare,Outpatient Center,17226,490,572
May,North America,Telehealth,Medicaid,Hospital,19229,502,792
May,North America,Telehealth,Medicaid,Clinic,16595,412,540
May,North America,Telehealth,Medicaid,Outpatient Center,17927,443,587
May,North America,Imaging,Commercial,Hospital,11512,772,574
May,North America,Imaging,Commercial,Clinic,9935,634,391
May,North America,Imaging,Commercial,Outpatient Center,10733,681,426
May,North America,Imaging,Medicare,Hospital,10850,795,659
May,North America,Imaging,Medicare,Clinic,9364,652,449
May,North America,Imaging,Medicare,Outpatient Center,10114,701,489
May,North America,Imaging,Medicaid,Hospital,11291,718,678
May,North America,Imaging,Medicaid,Clinic,9744,589,462
May,North America,Imaging,Medicaid,Outpatient Center,10524,633,503
May,North America,Cardiology,Commercial,Hospital,10903,829,1121
May,North America,Cardiology,Commercial,Clinic,9409,680,764
May,North America,Cardiology,Commercial,Outpatient Center,10163,731,831
May,North America,Cardiology,Medicare,Hospital,10275,853,1288
May,North America,Cardiology,Medicare,Clinic,8866,700,877
May,North America,Cardiology,Medicare,Outpatient Center,9576,752,955
May,North America,Cardiology,Medicaid,Hospital,10691,770,1324
May,North America,Cardiology,Medicaid,Clinic,9225,632,902
May,North America,Cardiology,Medicaid,Outpatient Center,9963,679,981
May,North America,Emergency Care,Commercial,Hospital,21502,694,1209
May,North America,Emergency Care,Commercial,Clinic,18554,569,823
May,North America,Emergency Care,Commercial,Outpatient Center,20039,612,896
May,North America,Emergency Care,Medicare,Hospital,20260,714,1389
May,North America,Emergency Care,Medicare,Clinic,17481,586,946
May,North America,Emergency Care,Medicare,Outpatient Center,18879,630,1029
May,North America,Emergency Care,Medicaid,Hospital,21078,645,1427
May,North America,Emergency Care,Medicaid,Clinic,18185,529,972
May,North America,Emergency Care,Medicaid,Outpatient Center,19638,568,1058
May,Europe,Telehealth,Commercial,Hospital,17877,497,559
May,Europe,Telehealth,Commercial,Clinic,15429,408,381
May,Europe,Telehealth,Commercial,Outpatient Center,16667,438,415
May,Europe,Telehealth,Medicare,Hospital,16849,511,642
May,Europe,Telehealth,Medicare,Clinic,14540,420,438
May,Europe,Telehealth,Medicare,Outpatient Center,15706,451,476
May,Europe,Telehealth,Medicaid,Hospital,17534,462,660
May,Europe,Telehealth,Medicaid,Clinic,15130,379,450
May,Europe,Telehealth,Medicaid,Outpatient Center,16342,407,489
May,Europe,Imaging,Commercial,Hospital,10498,711,478
May,Europe,Imaging,Commercial,Clinic,9059,583,326
May,Europe,Imaging,Commercial,Outpatient Center,9785,627,355
May,Europe,Imaging,Medicare,Hospital,9892,732,550
May,Europe,Imaging,Medicare,Clinic,8536,600,374
May,Europe,Imaging,Medicare,Outpatient Center,9219,646,407
May,Europe,Imaging,Medicaid,Hospital,10293,661,565
May,Europe,Imaging,Medicaid,Clinic,8881,542,385
May,Europe,Imaging,Medicaid,Outpatient Center,9591,583,419
May,Europe,Cardiology,Commercial,Hospital,9940,763,934
May,Europe,Cardiology,Commercial,Clinic,8576,626,636
May,Europe,Cardiology,Commercial,Outpatient Center,9263,673,693
May,Europe,Cardiology,Medicare,Hospital,9365,785,1073
May,Europe,Cardiology,Medicare,Clinic,8080,644,731
May,Europe,Cardiology,Medicare,Outpatient Center,8726,692,796
May,Europe,Cardiology,Medicaid,Hospital,9743,709,1103
May,Europe,Cardiology,Medicaid,Clinic,8406,581,751
May,Europe,Cardiology,Medicaid,Outpatient Center,9077,625,818
May,Europe,Emergency Care,Commercial,Hospital,19597,638,1007
May,Europe,Emergency Care,Commercial,Clinic,16908,524,686
May,Europe,Emergency Care,Commercial,Outpatient Center,18259,563,747
May,Europe,Emergency Care,Medicare,Hospital,18462,657,1157
May,Europe,Emergency Care,Medicare,Clinic,15927,539,788
May,Europe,Emergency Care,Medicare,Outpatient Center,17199,579,858
May,Europe,Emergency Care,Medicaid,Hospital,19204,593,1189
May,Europe,Emergency Care,Medicaid,Clinic,16566,486,810
May,Europe,Emergency Care,Medicaid,Outpatient Center,17888,523,882
May,APAC,Telehealth,Commercial,Hospital,22804,463,619
May,APAC,Telehealth,Commercial,Clinic,19678,380,422
May,APAC,Telehealth,Commercial,Outpatient Center,21255,408,459
May,APAC,Telehealth,Medicare,Hospital,21489,477,712
May,APAC,Telehealth,Medicare,Clinic,18542,391,485
May,APAC,Telehealth,Medicare,Outpatient Center,20026,420,528
May,APAC,Telehealth,Medicaid,Hospital,22358,430,731
May,APAC,Telehealth,Medicaid,Clinic,19291,353,498
May,APAC,Telehealth,Medicaid,Outpatient Center,20834,379,542
May,APAC,Imaging,Commercial,Hospital,13387,662,530
May,APAC,Imaging,Commercial,Clinic,11551,543,361
May,APAC,Imaging,Commercial,Outpatient Center,12475,584,393
May,APAC,Imaging,Medicare,Hospital,12613,682,609
May,APAC,Imaging,Medicare,Clinic,10882,559,415
May,APAC,Imaging,Medicare,Outpatient Center,11752,601,451
May,APAC,Imaging,Medicaid,Hospital,13121,615,626
May,APAC,Imaging,Medicaid,Clinic,11320,505,426
May,APAC,Imaging,Medicaid,Outpatient Center,12224,543,464
May,APAC,Cardiology,Commercial,Hospital,12672,710,1035
May,APAC,Cardiology,Commercial,Clinic,10933,583,705
May,APAC,Cardiology,Commercial,Outpatient Center,11806,626,767
May,APAC,Cardiology,Medicare,Hospital,11938,731,1189
May,APAC,Cardiology,Medicare,Clinic,10299,600,810
May,APAC,Cardiology,Medicare,Outpatient Center,11121,645,881
May,APAC,Cardiology,Medicaid,Hospital,12417,660,1222
May,APAC,Cardiology,Medicaid,Clinic,10712,541,832
May,APAC,Cardiology,Medicaid,Outpatient Center,11566,582,906
May,APAC,Emergency Care,Commercial,Hospital,24977,594,1116
May,APAC,Emergency Care,Commercial,Clinic,21547,488,760
May,APAC,Emergency Care,Commercial,Outpatient Center,23266,524,827
May,APAC,Emergency Care,Medicare,Hospital,23527,612,1282
May,APAC,Emergency Care,Medicare,Clinic,20295,502,873
May,APAC,Emergency Care,Medicare,Outpatient Center,21913,539,950
May,APAC,Emergency Care,Medicaid,Hospital,24468,552,1317
May,APAC,Emergency Care,Medicaid,Clinic,21106,453,897
May,APAC,Emergency Care,Medicaid,Outpatient Center,22787,487,977
May,Latin America,Telehealth,Commercial,Hospital,14367,340,413
May,Latin America,Telehealth,Commercial,Clinic,12397,279,281
May,Latin America,Telehealth,Commercial,Outpatient Center,13388,300,306
May,Latin America,Telehealth,Medicare,Hospital,13536,350,474
May,Latin America,Telehealth,Medicare,Clinic,11679,287,323
May,Latin America,Telehealth,Medicare,Outpatient Center,12612,308,352
May,Latin America,Telehealth,Medicaid,Hospital,14082,316,488
May,Latin America,Telehealth,Medicaid,Clinic,12148,259,332
May,Latin America,Telehealth,Medicaid,Outpatient Center,13118,278,361
May,Latin America,Imaging,Commercial,Hospital,8432,486,353
May,Latin America,Imaging,Commercial,Clinic,7275,399,241
May,Latin America,Imaging,Commercial,Outpatient Center,7856,429,262
May,Latin America,Imaging,Medicare,Hospital,7943,500,406
May,Latin America,Imaging,Medicare,Clinic,6852,410,276
May,Latin America,Imaging,Medicare,Outpatient Center,7399,441,301
May,Latin America,Imaging,Medicaid,Hospital,8262,452,417
May,Latin America,Imaging,Medicaid,Clinic,7127,370,284
May,Latin America,Imaging,Medicaid,Outpatient Center,7695,398,309
May,Latin America,Cardiology,Commercial,Hospital,7979,521,690
May,Latin America,Cardiology,Commercial,Clinic,6883,427,470
May,Latin America,Cardiology,Commercial,Outpatient Center,7433,460,511
May,Latin America,Cardiology,Medicare,Hospital,7516,536,793
May,Latin America,Cardiology,Medicare,Clinic,6483,440,540
May,Latin America,Cardiology,Medicare,Outpatient Center,7000,473,588
May,Latin America,Cardiology,Medicaid,Hospital,7816,484,815
May,Latin America,Cardiology,Medicaid,Clinic,6742,397,555
May,Latin America,Cardiology,Medicaid,Outpatient Center,7279,427,604
May,Latin America,Emergency Care,Commercial,Hospital,15724,436,744
May,Latin America,Emergency Care,Commercial,Clinic,13563,358,507
May,Latin America,Emergency Care,Commercial,Outpatient Center,14644,384,551
May,Latin America,Emergency Care,Medicare,Hospital,14809,449,855
May,Latin America,Emergency Care,Medicare,Clinic,12773,368,582
May,Latin America,Emergency Care,Medicare,Outpatient Center,13790,395,634
May,Latin America,Emergency Care,Medicaid,Hospital,15399,405,878
May,Latin America,Emergency Care,Medicaid,Clinic,13281,332,598
May,Latin America,Emergency Care,Medicaid,Outpatient Center,14338,357,651
Jun,North America,Telehealth,Commercial,Hospital,20401,566,680
Jun,North America,Telehealth,Commercial,Clinic,17607,465,463
Jun,North America,Telehealth,Commercial,Outpatient Center,19021,500,504
Jun,North America,Telehealth,Medicare,Hospital,19229,583,781
Jun,North America,Telehealth,Medicare,Clinic,16595,478,532
Jun,North America,Telehealth,Medicare,Outpatient Center,17926,514,579
Jun,North America,Telehealth,Medicaid,Hospital,20011,526,803
Jun,North America,Telehealth,Medicaid,Clinic,17269,432,547
Jun,North America,Telehealth,Medicaid,Outpatient Center,18653,464,595
Jun,North America,Imaging,Commercial,Hospital,11981,811,582
Jun,North America,Imaging,Commercial,Clinic,10339,665,396
Jun,North America,Imaging,Commercial,Outpatient Center,11168,715,431
Jun,North America,Imaging,Medicare,Hospital,11291,834,668
Jun,North America,Imaging,Medicare,Clinic,9743,685,455
Jun,North America,Imaging,Medicare,Outpatient Center,10523,736,495
Jun,North America,Imaging,Medicaid,Hospital,11748,753,687
Jun,North America,Imaging,Medicaid,Clinic,10137,618,468
Jun,North America,Imaging,Medicaid,Outpatient Center,10949,664,509
Jun,North America,Cardiology,Commercial,Hospital,11345,870,1136
Jun,North America,Cardiology,Commercial,Clinic,9789,713,774
Jun,North America,Cardiology,Commercial,Outpatient Center,10573,767,842
Jun,North America,Cardiology,Medicare,Hospital,10690,895,1306
Jun,North America,Cardiology,Medicare,Clinic,9224,734,889
Jun,North America,Cardiology,Medicare,Outpatient Center,9962,789,968
Jun,North America,Cardiology,Medicaid,Hospital,11122,808,1342
Jun,North America,Cardiology,Medicaid,Clinic,9596,663,914
Jun,North America,Cardiology,Medicaid,Outpatient Center,10363,713,995
Jun,North America,Emergency Care,Commercial,Hospital,22370,728,1225
Jun,North America,Emergency Care,Commercial,Clinic,19301,597,834
Jun,North America,Emergency Care,Commercial,Outpatient Center,20844,642,908
Jun,North America,Emergency Care,Medicare,Hospital,21076,749,1408
Jun,North America,Emergency Care,Medicare,Clinic,18183,614,959
Jun,North America,Emergency Care,Medicare,Outpatient Center,19636,661,1044
Jun,North America,Emergency Care,Medicaid,Hospital,21924,676,1447
Jun,North America,Emergency Care,Medicaid,Clinic,18914,555,985
Jun,North America,Emergency Care,Medicaid,Outpatient Center,20423,596,1073
Jun,Europe,Telehealth,Commercial,Hospital,18605,521,566
Jun,Europe,Telehealth,Commercial,Clinic,16055,428,386
Jun,Europe,Telehealth,Commercial,Outpatient Center,17342,460,420
Jun,Europe,Telehealth,Medicare,Hospital,17533,537,651
Jun,Europe,Telehealth,Medicare,Clinic,15129,440,443
Jun,Europe,Telehealth,Medicare,Outpatient Center,16341,473,482
Jun,Europe,Telehealth,Medicaid,Hospital,18243,485,669
Jun,Europe,Telehealth,Medicaid,Clinic,15741,398,456
Jun,Europe,Telehealth,Medicaid,Outpatient Center,17001,427,496
Jun,Europe,Imaging,Commercial,Hospital,10923,746,485
Jun,Europe,Imaging,Commercial,Clinic,9425,612,330
Jun,Europe,Imaging,Commercial,Outpatient Center,10179,658,359
Jun,Europe,Imaging,Medicare,Hospital,10292,768,557
Jun,Europe,Imaging,Medicare,Clinic,8880,630,379
Jun,Europe,Imaging,Medicare,Outpatient Center,9590,677,413
Jun,Europe,Imaging,Medicaid,Hospital,10707,693,572
Jun,Europe,Imaging,Medicaid,Clinic,9238,569,390
Jun,Europe,Imaging,Medicaid,Outpatient Center,9976,611,424
Jun,Europe,Cardiology,Commercial,Hospital,10340,800,947
Jun,Europe,Cardiology,Commercial,Clinic,8922,656,645
Jun,Europe,Cardiology,Commercial,Outpatient Center,9635,706,702
Jun,Europe,Cardiology,Medicare,Hospital,9742,824,1088
Jun,Europe,Cardiology,Medicare,Clinic,8405,676,741
Jun,Europe,Cardiology,Medicare,Outpatient Center,9076,726,807
Jun,Europe,Cardiology,Medicaid,Hospital,10134,743,1118
Jun,Europe,Cardiology,Medicaid,Clinic,8742,610,761
Jun,Europe,Cardiology,Medicaid,Outpatient Center,9440,655,829
Jun,Europe,Emergency Care,Commercial,Hospital,20384,670,1021
Jun,Europe,Emergency Care,Commercial,Clinic,17585,549,695
Jun,Europe,Emergency Care,Commercial,Outpatient Center,18989,590,757
Jun,Europe,Emergency Care,Medicare,Hospital,19201,689,1173
Jun,Europe,Emergency Care,Medicare,Clinic,16564,565,799
Jun,Europe,Emergency Care,Medicare,Outpatient Center,17885,608,870
Jun,Europe,Emergency Care,Medicaid,Hospital,19970,622,1206
Jun,Europe,Emergency Care,Medicaid,Clinic,17227,510,821
Jun,Europe,Emergency Care,Medicaid,Outpatient Center,18600,548,894
Jun,APAC,Telehealth,Commercial,Hospital,23727,486,627
Jun,APAC,Telehealth,Commercial,Clinic,20473,399,427
Jun,APAC,Telehealth,Commercial,Outpatient Center,22111,428,465
Jun,APAC,Telehealth,Medicare,Hospital,22356,500,721
Jun,APAC,Telehealth,Medicare,Clinic,19289,410,491
Jun,APAC,Telehealth,Medicare,Outpatient Center,20831,441,534
Jun,APAC,Telehealth,Medicaid,Hospital,23258,451,741
Jun,APAC,Telehealth,Medicaid,Clinic,20066,370,505
Jun,APAC,Telehealth,Medicaid,Outpatient Center,21669,398,549
Jun,APAC,Imaging,Commercial,Hospital,13926,695,537
Jun,APAC,Imaging,Commercial,Clinic,12015,570,366
Jun,APAC,Imaging,Commercial,Outpatient Center,12975,613,398
Jun,APAC,Imaging,Medicare,Hospital,13120,715,617
Jun,APAC,Imaging,Medicare,Clinic,11319,587,420
Jun,APAC,Imaging,Medicare,Outpatient Center,12223,631,457
Jun,APAC,Imaging,Medicaid,Hospital,13647,646,634
Jun,APAC,Imaging,Medicaid,Clinic,11773,529,432
Jun,APAC,Imaging,Medicaid,Outpatient Center,12712,569,470
Jun,APAC,Cardiology,Commercial,Hospital,13180,745,1049
Jun,APAC,Cardiology,Commercial,Clinic,11370,611,714
Jun,APAC,Cardiology,Commercial,Outpatient Center,12278,657,778
Jun,APAC,Cardiology,Medicare,Hospital,12415,767,1205
Jun,APAC,Cardiology,Medicare,Clinic,10710,629,821
Jun,APAC,Cardiology,Medicare,Outpatient Center,11564,676,893
Jun,APAC,Cardiology,Medicaid,Hospital,12912,692,1239
Jun,APAC,Cardiology,Medicaid,Clinic,11138,567,844
Jun,APAC,Cardiology,Medicaid,Outpatient Center,12026,610,918
Jun,APAC,Emergency Care,Commercial,Hospital,25975,624,1131
Jun,APAC,Emergency Care,Commercial,Clinic,22406,511,770
Jun,APAC,Emergency Care,Commercial,Outpatient Center,24192,550,838
Jun,APAC,Emergency Care,Medicare,Hospital,24464,642,1299
Jun,APAC,Emergency Care,Medicare,Clinic,21102,526,885
Jun,APAC,Emergency Care,Medicare,Outpatient Center,22782,565,963
Jun,APAC,Emergency Care,Medicaid,Hospital,25440,579,1336
Jun,APAC,Emergency Care,Medicaid,Clinic,21943,475,910
Jun,APAC,Emergency Care,Medicaid,Outpatient Center,23689,510,990
Jun,Latin America,Telehealth,Commercial,Hospital,14946,357,418
Jun,Latin America,Telehealth,Commercial,Clinic,12895,292,285
Jun,Latin America,Telehealth,Commercial,Outpatient Center,13925,314,310
Jun,Latin America,Telehealth,Medicare,Hospital,14080,367,481
Jun,Latin America,Telehealth,Medicare,Clinic,12147,301,327
Jun,Latin America,Telehealth,Medicare,Outpatient Center,13116,324,356
Jun,Latin America,Telehealth,Medicaid,Hospital,14645,331,494
Jun,Latin America,Telehealth,Medicaid,Clinic,12634,272,336
Jun,Latin America,Telehealth,Medicaid,Outpatient Center,13642,292,366
Jun,Latin America,Imaging,Commercial,Hospital,8770,510,358
Jun,Latin America,Imaging,Commercial,Clinic,7565,418,244
Jun,Latin America,Imaging,Commercial,Outpatient Center,8169,450,265
Jun,Latin America,Imaging,Medicare,Hospital,8261,525,411
Jun,Latin America,Imaging,Medicare,Clinic,7126,430,280
Jun,Latin America,Imaging,Medicare,Outpatient Center,7694,463,305
Jun,Latin America,Imaging,Medicaid,Hospital,8591,474,423
Jun,Latin America,Imaging,Medicaid,Clinic,7411,388,288
Jun,Latin America,Imaging,Medicaid,Outpatient Center,8001,417,313
Jun,Latin America,Cardiology,Commercial,Hospital,8298,547,699
Jun,Latin America,Cardiology,Commercial,Clinic,7158,448,476
Jun,Latin America,Cardiology,Commercial,Outpatient Center,7728,482,518
Jun,Latin America,Cardiology,Medicare,Hospital,7815,563,803
Jun,Latin America,Cardiology,Medicare,Clinic,6741,461,547
Jun,Latin America,Cardiology,Medicare,Outpatient Center,7278,496,596
Jun,Latin America,Cardiology,Medicaid,Hospital,8127,508,826
Jun,Latin America,Cardiology,Medicaid,Clinic,7009,416,562
Jun,Latin America,Cardiology,Medicaid,Outpatient Center,7567,447,612
Jun,Latin America,Emergency Care,Commercial,Hospital,16349,457,754
Jun,Latin America,Emergency Care,Commercial,Clinic,14101,375,513
Jun,Latin America,Emergency Care,Commercial,Outpatient Center,15224,403,559
Jun,Latin America,Emergency Care,Medicare,Hospital,15396,470,866
Jun,Latin America,Emergency Care,Medicare,Clinic,13278,386,590
Jun,Latin America,Emergency Care,Medicare,Outpatient Center,14334,415,642
Jun,Latin America,Emergency Care,Medicaid,Hospital,16008,424,890
Jun,Latin America,Emergency Care,Medicaid,Clinic,13805,348,606
Jun,Latin America,Emergency Care,Medicaid,Outpatient Center,14903,374,660
Jul,North America,Telehealth,Commercial,Hospital,21216,594,708
Jul,North America,Telehealth,Commercial,Clinic,18309,487,482
Jul,North America,Telehealth,Commercial,Outpatient Center,19778,524,525
Jul,North America,Telehealth,Medicare,Hospital,19995,611,814
Jul,North America,Telehealth,Medicare,Clinic,17255,501,554
